dataset,fold_id,partition,block_id,budget_fraction,method,selected_n,predicted_worst_value,realized_worst_value,realized_mean_value,realized_scenario_spread,predicted_paired_margin,realized_paired_margin,realized_paired_mean,changed_actions,realized_dominance,predicted_discrepancy_tolerance,solver_gap,feasible,certified_switch,calibrated_paired_margin_lower_bound
divvy,2,set_cal,2024-05-16,0.03,MappedPTO2026,31.0,0.13614483290451398,7.2,8.4,1.6000000000000005,0.07522727293754555,4.16,4.4,8.0,1.0,0.009403409117193194,,1.0,,
divvy,2,set_cal,2024-05-16,0.03,GroupAware2025,31.0,0.08782659677541521,4.0,4.0,0.0,-1.3877787807814457e-17,0.0,0.0,2.0,1.0,0.0,,1.0,,
divvy,2,set_cal,2024-05-16,0.03,RobustImprovement2025,31.0,0.4184653032798576,4.000000000000001,4.000000000000001,0.0,0.3667430983560095,8.881784197001252e-16,8.881784197001252e-16,8.0,1.0,0.045842887294501186,,1.0,,
divvy,2,set_cal,2024-05-16,0.05,StructuralRobust,51.0,18.51212769105783,9.200000000000001,10.200000000000003,2.4000000000000004,0.714613202402294,-2.3199999999999967,-2.1999999999999975,16.0,0.0,0.044663325150143374,0.0,1.0,,
divvy,2,set_cal,2024-05-16,0.05,RiskFirst,51.0,2.0757019289863403,11.200000000000001,12.399999999999999,1.5999999999999996,0.0,0.0,0.0,0.0,1.0,inf,,1.0,,
divvy,2,set_cal,2024-05-16,0.05,ExpectedActionValue,51.0,20.604559736279093,1.6,1.6,0.0,20.00829665147086,-10.88,-10.8,94.0,0.0,0.2128542196964985,,1.0,,
divvy,2,set_cal,2024-05-16,0.05,PointwiseWorstAction,51.0,20.657611564923627,1.6,1.6,0.0,19.9624601694081,-10.88,-10.8,94.0,0.0,0.2123665975468947,,1.0,,
divvy,2,set_cal,2024-05-16,0.05,ScenarioCVaR,51.0,20.657611564923627,1.6,1.6,0.0,19.9624601694081,-10.88,-10.8,94.0,0.0,0.2123665975468947,,1.0,,
divvy,2,set_cal,2024-05-16,0.05,TemporalContext2024,51.0,1.5633526732953242,10.0,11.200000000000001,1.6000000000000014,-0.4676484038280342,-1.1999999999999993,-1.1999999999999993,8.0,0.0,0.0,,1.0,,
divvy,2,set_cal,2024-05-16,0.05,NetworkPropagation2024,51.0,1.2909142708436792,7.6,8.9,2.8000000000000007,-0.7570430190068591,-3.5999999999999996,-3.4999999999999996,20.0,0.0,0.0,,1.0,,
divvy,2,set_cal,2024-05-16,0.05,CalibratedUncertainty2025,51.0,0.9825847477360348,10.800000000000004,11.800000000000004,2.4000000000000004,-1.0838047231070644,-0.7199999999999971,-0.5999999999999965,20.0,0.0,0.0,,1.0,,
divvy,2,set_cal,2024-05-16,0.05,MappedPTO2026,51.0,0.2067059472075154,9.200000000000001,10.400000000000002,1.6000000000000014,-1.8939893159620085,-1.9999999999999982,-1.9999999999999982,14.0,0.0,0.0,,1.0,,
divvy,2,set_cal,2024-05-16,0.05,GroupAware2025,51.0,2.079227943324311,15.200000000000001,21.5,11.6,0.002166974206348815,8.080000000000002,9.100000000000003,6.0,1.0,0.00036116236772480254,,1.0,,
divvy,2,set_cal,2024-05-16,0.05,RobustImprovement2025,51.0,1.3428979756045356,10.000000000000002,11.300000000000002,2.8000000000000007,-0.6863425394082288,-1.1999999999999993,-1.0999999999999992,10.0,0.0,0.0,,1.0,,
divvy,2,set_cal,2024-05-16,0.1,StructuralRobust,103.0,21.901164707554617,20.400000000000006,23.500000000000004,5.199999999999999,0.2320055964976575,-15.360000000000003,-14.399999999999995,24.0,0.0,0.009666899854069063,0.0,1.0,,
divvy,2,set_cal,2024-05-16,0.1,RiskFirst,103.0,2.7000475667022306,30.000000000000007,37.9,14.799999999999976,0.0,0.0,0.0,0.0,1.0,inf,,1.0,,
divvy,2,set_cal,2024-05-16,0.1,ExpectedActionValue,103.0,23.469841169879654,6.3999999999999995,8.0,2.4000000000000012,22.281182850267534,-31.12,-29.900000000000002,186.0,0.0,0.11979130564659965,,1.0,,
divvy,2,set_cal,2024-05-16,0.1,PointwiseWorstAction,103.0,23.33303827370964,6.3999999999999995,8.0,2.4000000000000012,22.198074677601852,-31.12,-29.900000000000002,184.0,0.0,0.12064171020435789,,1.0,,
divvy,2,set_cal,2024-05-16,0.1,ScenarioCVaR,103.0,23.33303827370964,6.3999999999999995,8.0,2.4000000000000012,22.198074677601852,-31.12,-29.900000000000002,184.0,0.0,0.12064171020435789,,1.0,,
divvy,2,set_cal,2024-05-16,0.1,TemporalContext2024,103.0,2.3665182166961056,28.0,35.900000000000006,14.799999999999997,-0.5084577926882821,-2.0,-2.0,24.0,0.0,0.0,,1.0,,
divvy,2,set_cal,2024-05-16,0.1,NetworkPropagation2024,103.0,2.3432227356774944,24.800000000000008,32.7,14.8,-0.5425968967828885,-5.199999999999996,-5.199999999999995,28.0,0.0,0.0,,1.0,,
divvy,2,set_cal,2024-05-16,0.1,CalibratedUncertainty2025,103.0,3.0046587154600384,30.000000000000004,35.2,9.600000000000005,0.34504421567975196,-3.200000000000003,-2.6999999999999993,52.0,0.0,0.006635465686149076,,1.0,,
divvy,2,set_cal,2024-05-16,0.1,MappedPTO2026,103.0,2.333394111730223,31.60000000000001,39.5,14.79999999999999,-0.540207555846627,1.6000000000000014,1.6000000000000032,10.0,1.0,0.0,,1.0,,
divvy,2,set_cal,2024-05-16,0.1,GroupAware2025,103.0,2.331517578160701,29.600000000000012,37.5,14.79999999999998,-0.5461502284474657,-0.3999999999999986,-0.3999999999999968,16.0,0.0,0.0,,1.0,,
divvy,2,set_cal,2024-05-16,0.1,RobustImprovement2025,103.0,2.5640109864541993,28.400000000000006,37.80000000000001,17.60000000000001,-0.2831511674282927,-0.3999999999999915,-0.09999999999999076,20.0,0.0,0.0,,1.0,,
divvy,2,set_cal,2024-05-16,0.2,StructuralRobust,206.0,23.27023251744004,42.39999999999999,53.39999999999998,19.999999999999986,0.34608197093159276,-2.000000000000014,-1.90000000000002,98.0,0.0,0.003531448682975436,0.0,1.0,,
divvy,2,set_cal,2024-05-16,0.2,RiskFirst,206.0,6.66328573383012,44.40000000000001,55.3,20.399999999999984,0.0,0.0,0.0,0.0,1.0,inf,,1.0,,
divvy,2,set_cal,2024-05-16,0.2,ExpectedActionValue,206.0,24.605094624477033,11.2,14.000000000000002,4.0000000000000036,19.355461899795156,-42.96,-41.300000000000004,334.0,0.0,0.057950484729925617,,1.0,,
divvy,2,set_cal,2024-05-16,0.2,PointwiseWorstAction,206.0,24.394290535372953,13.6,16.700000000000003,4.400000000000004,19.080009796876638,-40.24,-38.6,334.0,0.0,0.05712577783495999,,1.0,,
divvy,2,set_cal,2024-05-16,0.2,ScenarioCVaR,206.0,24.394290535372953,13.6,16.700000000000003,4.400000000000004,19.080009796876638,-40.24,-38.6,334.0,0.0,0.05712577783495999,,1.0,,
divvy,2,set_cal,2024-05-16,0.2,TemporalContext2024,206.0,7.919022302192208,41.60000000000001,51.400000000000006,17.599999999999994,1.4706171928565412,-4.239999999999995,-3.8999999999999932,106.0,0.0,0.0138737471024202,,1.0,,
divvy,2,set_cal,2024-05-16,0.2,NetworkPropagation2024,206.0,6.0795146060631255,39.600000000000016,49.70000000000001,18.799999999999997,-0.7434510127942655,-5.759999999999998,-5.599999999999996,42.0,0.0,0.0,,1.0,,
divvy,2,set_cal,2024-05-16,0.2,CalibratedUncertainty2025,206.0,4.958624870175218,35.6,42.0,11.200000000000003,-1.8217056272995764,-14.240000000000002,-13.299999999999997,166.0,0.0,0.0,,1.0,,
divvy,2,set_cal,2024-05-16,0.2,MappedPTO2026,206.0,6.093991087080317,44.000000000000014,54.10000000000001,18.79999999999999,-0.5814721820839885,-1.3599999999999994,-1.1999999999999957,76.0,0.0,0.0,,1.0,,
divvy,2,set_cal,2024-05-16,0.2,GroupAware2025,206.0,4.701876039357631,33.600000000000016,42.4,16.799999999999976,-2.14994364258368,-13.200000000000003,-12.9,110.0,0.0,0.0,,1.0,,
divvy,2,set_cal,2024-05-16,0.2,RobustImprovement2025,206.0,3.249109165349189,37.2,46.900000000000006,18.000000000000007,-3.9430468565136465,-8.639999999999993,-8.399999999999993,172.0,0.0,0.0,,1.0,,
divvy,2,set_cal,2024-05-17,0.01,StructuralRobust,11.0,5.4326160866998,6.4,7.300000000000001,1.2000000000000002,0.6948348497418939,1.6799999999999997,1.7999999999999998,8.0,1.0,0.08685435621773674,0.0,1.0,,
divvy,2,set_cal,2024-05-17,0.01,RiskFirst,11.0,2.363490311225513,5.2,5.5,0.39999999999999947,0.0,0.0,0.0,0.0,1.0,inf,,1.0,,
divvy,2,set_cal,2024-05-17,0.01,ExpectedActionValue,11.0,10.623016466124497,2.4000000000000004,2.7,0.39999999999999947,8.99616158569895,-2.8000000000000003,-2.8000000000000003,18.0,0.0,0.4997867547610528,,1.0,,
divvy,2,set_cal,2024-05-17,0.01,PointwiseWorstAction,11.0,10.666243521354055,2.4000000000000004,2.7,0.39999999999999947,8.97948544374694,-2.8000000000000003,-2.8000000000000003,18.0,0.0,0.49886030243038554,,1.0,,
divvy,2,set_cal,2024-05-17,0.01,ScenarioCVaR,11.0,10.666243521354055,2.4000000000000004,2.7,0.39999999999999947,8.97948544374694,-2.8000000000000003,-2.8000000000000003,18.0,0.0,0.49886030243038554,,1.0,,
divvy,2,set_cal,2024-05-17,0.01,TemporalContext2024,11.0,2.363490311225513,5.2,5.5,0.39999999999999947,0.0,0.0,0.0,2.0,1.0,0.0,,1.0,,
divvy,2,set_cal,2024-05-17,0.01,NetworkPropagation2024,11.0,2.363490311225513,5.200000000000001,5.500000000000001,0.39999999999999947,0.0,8.881784197001252e-16,8.881784197001252e-16,0.0,1.0,inf,,1.0,,
divvy,2,set_cal,2024-05-17,0.01,CalibratedUncertainty2025,11.0,0.806874800892624,6.0,6.6000000000000005,0.7999999999999998,-1.6248562521991734,1.040000000000001,1.100000000000001,6.0,1.0,0.0,,1.0,,
divvy,2,set_cal,2024-05-17,0.01,MappedPTO2026,11.0,0.782837417289002,3.6000000000000005,3.6000000000000005,0.0,-1.6541062019099377,-1.92,-1.9,4.0,0.0,0.0,,1.0,,
divvy,2,set_cal,2024-05-17,0.01,GroupAware2025,11.0,2.363490311225513,5.2,5.5,0.39999999999999947,0.0,0.0,0.0,0.0,1.0,inf,,1.0,,
divvy,2,set_cal,2024-05-17,0.01,RobustImprovement2025,11.0,2.364543422508542,4.800000000000001,5.1,0.39999999999999947,0.00021062225660584133,-0.39999999999999947,-0.39999999999999947,4.0,0.0,5.265556415146033e-05,,1.0,,
divvy,2,set_cal,2024-05-17,0.03,StructuralRobust,33.0,10.303545306160094,9.600000000000001,10.5,1.1999999999999993,0.7804766709142879,1.200000000000001,1.200000000000001,16.0,1.0,0.04877979193214299,0.0,1.0,,
divvy,2,set_cal,2024-05-17,0.03,RiskFirst,33.0,2.432989715645229,8.4,9.3,1.200000000000001,0.0,0.0,0.0,0.0,1.0,inf,,1.0,,
divvy,2,set_cal,2024-05-17,0.03,ExpectedActionValue,33.0,18.129508341718914,4.0,4.300000000000001,0.40000000000000036,16.895922391305948,-5.040000000000001,-5.000000000000001,62.0,0.0,0.2725148772791282,,1.0,,
divvy,2,set_cal,2024-05-17,0.03,PointwiseWorstAction,33.0,18.129508341718918,4.0,4.300000000000001,0.40000000000000036,16.895922391305948,-5.040000000000001,-5.000000000000001,62.0,0.0,0.2725148772791282,,1.0,,
divvy,2,set_cal,2024-05-17,0.03,ScenarioCVaR,33.0,18.129508341718918,4.0,4.300000000000001,0.40000000000000036,16.895922391305948,-5.040000000000001,-5.000000000000001,62.0,0.0,0.2725148772791282,,1.0,,
divvy,2,set_cal,2024-05-17,0.03,TemporalContext2024,33.0,2.4327735135113975,8.8,9.700000000000001,1.200000000000001,0.0004875771141858998,0.40000000000000036,0.40000000000000036,2.0,1.0,0.0002437885570929499,,1.0,,
divvy,2,set_cal,2024-05-17,0.03,NetworkPropagation2024,33.0,2.433125531993703,9.200000000000001,9.500000000000002,0.40000000000000036,-0.0031822351240928803,0.16000000000000014,0.20000000000000018,8.0,1.0,0.0,,1.0,,
divvy,2,set_cal,2024-05-17,0.03,CalibratedUncertainty2025,33.0,0.911220538650176,8.4,10.600000000000001,4.0,-1.5651306538815395,1.040000000000001,1.3000000000000007,22.0,1.0,0.0,,1.0,,
divvy,2,set_cal,2024-05-17,0.03,MappedPTO2026,33.0,2.5178179686235644,9.600000000000001,10.500000000000004,1.200000000000001,0.06605438004926611,1.1999999999999993,1.1999999999999997,14.0,1.0,0.004718170003519008,,1.0,,
divvy,2,set_cal,2024-05-17,0.03,GroupAware2025,33.0,2.5030334485633072,8.4,9.3,1.200000000000001,0.09227306576764915,0.0,0.0,2.0,1.0,0.04613653288382458,,1.0,,
divvy,2,set_cal,2024-05-17,0.03,RobustImprovement2025,33.0,2.50860044702542,8.8,9.7,1.1999999999999993,0.09517900344185959,0.40000000000000036,0.40000000000000036,6.0,1.0,0.015863167240309933,,1.0,,
divvy,2,set_cal,2024-05-17,0.05,StructuralRobust,55.0,12.608454652408366,19.200000000000003,20.700000000000003,2.0000000000000036,0.18308371929139078,1.1200000000000045,1.400000000000004,20.0,1.0,0.00915418596456954,0.0,1.0,,
divvy,2,set_cal,2024-05-17,0.05,RiskFirst,55.0,2.9621499006319754,16.800000000000004,19.300000000000004,4.399999999999999,0.0,0.0,0.0,0.0,1.0,inf,,1.0,,
divvy,2,set_cal,2024-05-17,0.05,ExpectedActionValue,55.0,20.67599700498322,4.0,4.300000000000001,0.40000000000000036,19.009959360658215,-15.360000000000003,-15.000000000000004,102.0,0.0,0.18637215059468837,,1.0,,
divvy,2,set_cal,2024-05-17,0.05,PointwiseWorstAction,55.0,20.7615063898531,4.8,5.1,0.40000000000000036,18.973322435745736,-14.560000000000002,-14.200000000000003,100.0,0.0,0.18973322435745735,,1.0,,
divvy,2,set_cal,2024-05-17,0.05,ScenarioCVaR,55.0,20.7615063898531,4.8,5.1,0.40000000000000036,18.973322435745736,-14.560000000000002,-14.200000000000003,100.0,0.0,0.18973322435745735,,1.0,,
divvy,2,set_cal,2024-05-17,0.05,TemporalContext2024,55.0,2.718719299915108,15.200000000000003,17.700000000000003,4.400000000000002,-0.4236780872102157,-1.5999999999999979,-1.5999999999999979,10.0,0.0,0.0,,1.0,,
divvy,2,set_cal,2024-05-17,0.05,NetworkPropagation2024,55.0,3.3799030423194796,14.000000000000004,14.900000000000004,1.200000000000001,0.19838597725493345,-4.719999999999999,-4.399999999999999,12.0,0.0,0.016532164771244456,,1.0,,
divvy,2,set_cal,2024-05-17,0.05,CalibratedUncertainty2025,55.0,2.6625449934152967,12.8,15.3,4.400000000000002,-0.49255673005338263,-4.000000000000002,-4.0,22.0,0.0,0.0,,1.0,,
divvy,2,set_cal,2024-05-17,0.05,MappedPTO2026,55.0,2.9622854325780117,17.6,20.900000000000002,6.0,-0.0008013527894106254,1.4400000000000013,1.5999999999999988,4.0,1.0,0.0,,1.0,,
divvy,2,set_cal,2024-05-17,0.05,GroupAware2025,55.0,2.99605311041888,20.800000000000004,26.3,9.999999999999996,0.028306991837630857,6.400000000000006,7.000000000000002,6.0,1.0,0.004717831972938476,,1.0,,
divvy,2,set_cal,2024-05-17,0.05,RobustImprovement2025,55.0,2.883477151475765,16.000000000000004,19.1,5.199999999999999,-0.2568558566122463,-0.3200000000000003,-0.20000000000000018,14.0,0.0,0.0,,1.0,,
divvy,2,set_cal,2024-05-17,0.1,StructuralRobust,110.0,14.897272833395819,25.20000000000001,28.300000000000008,5.199999999999999,0.48806655842442126,-10.319999999999997,-9.799999999999999,42.0,0.0,0.011620632343438601,0.0,1.0,,
divvy,2,set_cal,2024-05-17,0.1,RiskFirst,110.0,3.7802478165132345,32.000000000000014,38.10000000000001,10.79999999999999,0.0,0.0,0.0,0.0,1.0,inf,,1.0,,
divvy,2,set_cal,2024-05-17,0.1,ExpectedActionValue,110.0,23.52592698485849,12.4,13.9,2.0,21.111397594799826,-25.040000000000006,-24.200000000000006,190.0,0.0,0.11111261891999909,,1.0,,
divvy,2,set_cal,2024-05-17,0.1,PointwiseWorstAction,110.0,23.443522427105027,12.4,13.9,2.0,20.888447846356108,-25.040000000000006,-24.200000000000006,188.0,0.0,0.11110876514019206,,1.0,,
divvy,2,set_cal,2024-05-17,0.1,ScenarioCVaR,110.0,23.443522427105027,12.4,13.9,2.0,20.888447846356108,-25.040000000000006,-24.200000000000006,188.0,0.0,0.11110876514019206,,1.0,,
divvy,2,set_cal,2024-05-17,0.1,TemporalContext2024,110.0,4.832504721177961,25.20000000000001,30.70000000000001,10.0,1.0614537178677503,-7.439999999999998,-7.399999999999999,46.0,0.0,0.023075080823211965,,1.0,,
divvy,2,set_cal,2024-05-17,0.1,NetworkPropagation2024,110.0,4.3731570887048195,25.20000000000001,30.70000000000001,10.0,0.5354025477841864,-7.439999999999998,-7.399999999999999,44.0,0.0,0.012168239722367873,,1.0,,
divvy,2,set_cal,2024-05-17,0.1,CalibratedUncertainty2025,110.0,4.576208459648989,32.40000000000001,36.1,5.999999999999986,0.9004383187349969,-2.479999999999997,-2.0000000000000018,66.0,0.0,0.013643004829318135,,1.0,,
divvy,2,set_cal,2024-05-17,0.1,MappedPTO2026,110.0,4.344163516600468,30.000000000000007,36.10000000000001,10.799999999999997,0.5532049584501078,-2.000000000000007,-2.0000000000000053,26.0,0.0,0.021277113786542606,,1.0,,
divvy,2,set_cal,2024-05-17,0.1,GroupAware2025,110.0,4.000924089685533,30.800000000000004,37.60000000000001,11.999999999999993,0.3473547334346989,-0.6400000000000006,-0.5,34.0,0.0,0.01021631568925585,,1.0,,
divvy,2,set_cal,2024-05-17,0.1,RobustImprovement2025,110.0,5.176788534380574,31.20000000000001,37.30000000000001,10.800000000000004,1.5804528969184917,-0.8000000000000043,-0.7999999999999989,28.0,0.0,0.05644474631851756,,1.0,,
divvy,2,set_cal,2024-05-17,0.2,StructuralRobust,221.0,15.90322911365852,40.400000000000006,48.4,13.599999999999994,0.46575095272459066,-1.440000000000012,-1.4000000000000057,82.0,0.0,0.005679889667373057,0.0,1.0,,
divvy,2,set_cal,2024-05-17,0.2,RiskFirst,221.0,8.628309580859739,41.20000000000002,49.80000000000001,14.399999999999984,0.0,0.0,0.0,0.0,1.0,inf,,1.0,,
divvy,2,set_cal,2024-05-17,0.2,ExpectedActionValue,221.0,25.065753245249326,19.6,22.4,4.0,17.5476899919123,-28.320000000000004,-27.400000000000006,340.0,0.0,0.051610852917389115,,1.0,,
divvy,2,set_cal,2024-05-17,0.2,PointwiseWorstAction,221.0,24.506539182843028,18.000000000000004,19.5,1.9999999999999964,17.003075937371875,-31.360000000000003,-30.300000000000004,340.0,0.0,0.05000904687462316,,1.0,,
divvy,2,set_cal,2024-05-17,0.2,ScenarioCVaR,221.0,24.506539182843028,18.000000000000004,19.5,1.9999999999999964,17.003075937371875,-31.360000000000003,-30.300000000000004,340.0,0.0,0.05000904687462316,,1.0,,
divvy,2,set_cal,2024-05-17,0.2,TemporalContext2024,221.0,7.690723012142582,44.8,53.39999999999999,14.399999999999999,-1.3427976189181052,3.599999999999987,3.599999999999989,132.0,1.0,0.0,,1.0,,
divvy,2,set_cal,2024-05-17,0.2,NetworkPropagation2024,221.0,9.293270654003045,40.000000000000014,48.000000000000014,13.599999999999994,0.5966433233559396,-1.8400000000000105,-1.8000000000000043,34.0,0.0,0.017548333039880577,,1.0,,
divvy,2,set_cal,2024-05-17,0.2,CalibratedUncertainty2025,221.0,6.559413981087479,34.40000000000001,39.5,8.399999999999984,-2.338346378423263,-10.799999999999997,-10.300000000000004,186.0,0.0,0.0,,1.0,,
divvy,2,set_cal,2024-05-17,0.2,MappedPTO2026,221.0,6.291110220222062,48.0,57.4,15.999999999999993,-2.48453365781294,7.439999999999991,7.599999999999984,80.0,1.0,0.0,,1.0,,
divvy,2,set_cal,2024-05-17,0.2,GroupAware2025,221.0,8.589249844261074,34.400000000000006,41.800000000000004,12.79999999999999,0.19376566668628392,-8.080000000000013,-8.000000000000005,122.0,0.0,0.0015882431695597042,,1.0,,
divvy,2,set_cal,2024-05-17,0.2,RobustImprovement2025,221.0,5.703453971412619,31.20000000000001,37.30000000000001,10.800000000000004,-2.9866408114373195,-12.719999999999999,-12.5,236.0,0.0,0.0,,1.0,,
divvy,2,set_cal,2024-05-18,0.01,StructuralRobust,11.0,6.0196690054650395,4.800000000000001,5.6,1.5999999999999996,0.055919770113046496,-8.881784197001252e-16,-2.220446049250313e-16,2.0,1.0,0.027959885056523248,0.0,1.0,,
divvy,2,set_cal,2024-05-18,0.01,RiskFirst,11.0,0.002089956805663026,4.800000000000001,5.6,1.5999999999999996,0.0,0.0,0.0,0.0,1.0,inf,,1.0,,
divvy,2,set_cal,2024-05-18,0.01,ExpectedActionValue,11.0,8.465201117158301,0.0,0.0,0.0,9.770829431274793,-5.760000000000002,-5.600000000000001,22.0,0.0,0.4441286105124906,,1.0,,
divvy,2,set_cal,2024-05-18,0.01,PointwiseWorstAction,11.0,8.569331804111307,1.6,3.2,3.2000000000000006,9.753038527041666,-2.5600000000000005,-2.4000000000000004,22.0,0.0,0.44331993304734846,,1.0,,
divvy,2,set_cal,2024-05-18,0.01,ScenarioCVaR,11.0,8.569331804111307,1.6,3.2,3.2000000000000006,9.753038527041666,-2.5600000000000005,-2.4000000000000004,22.0,0.0,0.44331993304734846,,1.0,,
divvy,2,set_cal,2024-05-18,0.01,TemporalContext2024,11.0,0.002089956805663026,4.800000000000001,5.6,1.5999999999999996,0.0,0.0,0.0,0.0,1.0,inf,,1.0,,
divvy,2,set_cal,2024-05-18,0.01,NetworkPropagation2024,11.0,0.001700165011435191,3.2,4.0,1.6000000000000005,-0.0010995609858943968,-1.6000000000000005,-1.6000000000000005,2.0,0.0,0.0,,1.0,,
divvy,2,set_cal,2024-05-18,0.01,CalibratedUncertainty2025,11.0,0.006013669684779848,5.6000000000000005,8.8,6.3999999999999995,0.0001976818522722596,2.7200000000000006,3.1999999999999997,8.0,1.0,2.471023153403245e-05,,1.0,,
divvy,2,set_cal,2024-05-18,0.01,MappedPTO2026,11.0,0.014718883782413806,4.0,4.800000000000001,1.6000000000000005,0.024336245481261638,-0.8000000000000007,-0.8000000000000007,4.0,0.0,0.006084061370315409,,1.0,,
divvy,2,set_cal,2024-05-18,0.01,GroupAware2025,11.0,0.002089956805663026,4.800000000000001,5.6,1.5999999999999996,0.0,0.0,0.0,0.0,1.0,inf,,1.0,,
divvy,2,set_cal,2024-05-18,0.01,RobustImprovement2025,11.0,0.014751589227022448,4.0,4.800000000000001,1.6000000000000005,0.024349327659105094,-0.8000000000000007,-0.8000000000000007,2.0,0.0,0.012174663829552547,,1.0,,
divvy,2,set_cal,2024-05-18,0.03,StructuralRobust,33.0,11.955807759492474,16.8,21.0,8.8,0.3488002193630617,3.1999999999999957,3.399999999999996,10.0,1.0,0.03488002193630617,0.0,1.0,,
divvy,2,set_cal,2024-05-18,0.03,RiskFirst,33.0,0.10959503760473341,14.400000000000002,17.6,6.400000000000006,0.0,0.0,0.0,0.0,1.0,inf,,1.0,,
divvy,2,set_cal,2024-05-18,0.03,ExpectedActionValue,33.0,15.656027105388402,4.800000000000001,7.000000000000001,4.0,17.17457897589638,-10.880000000000004,-10.600000000000003,66.0,0.0,0.2602208935741876,,1.0,,
divvy,2,set_cal,2024-05-18,0.03,PointwiseWorstAction,33.0,15.682655783537646,4.800000000000001,7.000000000000001,4.0,17.108216027435965,-10.880000000000004,-10.600000000000003,66.0,0.0,0.2592153943550904,,1.0,,
divvy,2,set_cal,2024-05-18,0.03,ScenarioCVaR,33.0,15.682655783537646,4.800000000000001,7.000000000000001,4.0,17.108216027435965,-10.880000000000004,-10.600000000000003,66.0,0.0,0.2592153943550904,,1.0,,
divvy,2,set_cal,2024-05-18,0.03,TemporalContext2024,33.0,0.10999557488523093,16.0,19.200000000000003,6.400000000000006,0.0007921424111502484,1.6000000000000014,1.6000000000000014,4.0,1.0,0.0001980356027875621,,1.0,,
divvy,2,set_cal,2024-05-18,0.03,NetworkPropagation2024,33.0,0.07499029765082806,15.200000000000001,18.700000000000003,6.800000000000006,-0.05487921917757371,1.0399999999999991,1.1000000000000005,16.0,1.0,0.0,,1.0,,
divvy,2,set_cal,2024-05-18,0.03,CalibratedUncertainty2025,33.0,0.14209841325359165,13.600000000000001,17.600000000000005,8.000000000000004,0.01922793076099852,-0.16000000000000014,0.0,16.0,0.0,0.0012017456725624074,,1.0,,
divvy,2,set_cal,2024-05-18,0.03,MappedPTO2026,33.0,0.13829578327436923,13.6,16.8,6.400000000000004,-0.009113366589308391,-0.8000000000000043,-0.8000000000000043,10.0,0.0,0.0,,1.0,,
divvy,2,set_cal,2024-05-18,0.03,GroupAware2025,33.0,0.10234492389887036,14.400000000000002,17.600000000000005,6.400000000000006,-0.006285521525150606,0.0,0.0,2.0,1.0,0.0,,1.0,,
divvy,2,set_cal,2024-05-18,0.03,RobustImprovement2025,33.0,0.12399697784955474,14.4,17.6,6.400000000000004,0.005379230687334757,-3.552713678800501e-15,-8.881784197001252e-16,4.0,1.0,0.0013448076718336893,,1.0,,
divvy,2,set_cal,2024-05-18,0.05,StructuralRobust,55.0,14.15505178621024,20.8,27.300000000000004,12.400000000000002,0.6230966900959736,1.0399999999999991,1.3999999999999995,26.0,1.0,0.0239652573113836,0.0,1.0,,
divvy,2,set_cal,2024-05-18,0.05,RiskFirst,55.0,0.8331295491555307,21.200000000000006,25.900000000000006,8.400000000000002,0.0,0.0,0.0,0.0,1.0,inf,,1.0,,
divvy,2,set_cal,2024-05-18,0.05,ExpectedActionValue,55.0,18.350516907697074,4.800000000000001,7.000000000000001,4.0,19.420942426247322,-19.28,-18.9,106.0,0.0,0.1832164379834653,,1.0,,
divvy,2,set_cal,2024-05-18,0.05,PointwiseWorstAction,55.0,18.5148152415917,4.800000000000001,7.000000000000001,4.0,19.291077894758057,-19.28,-18.9,106.0,0.0,0.18199130089394394,,1.0,,
divvy,2,set_cal,2024-05-18,0.05,ScenarioCVaR,55.0,18.5148152415917,4.800000000000001,7.000000000000001,4.0,19.291077894758057,-19.28,-18.9,106.0,0.0,0.18199130089394394,,1.0,,
divvy,2,set_cal,2024-05-18,0.05,TemporalContext2024,55.0,1.3346257158692079,23.200000000000006,31.300000000000004,15.599999999999998,0.5349676544535529,4.720000000000002,5.400000000000002,12.0,1.0,0.044580637871129404,,1.0,,
divvy,2,set_cal,2024-05-18,0.05,NetworkPropagation2024,55.0,0.8994227225617636,16.8,21.1,8.40000000000001,0.07579481508321684,-4.8799999999999955,-4.799999999999996,20.0,0.0,0.003789740754160842,,1.0,,
divvy,2,set_cal,2024-05-18,0.05,CalibratedUncertainty2025,55.0,0.4466925029531707,22.000000000000004,28.10000000000001,10.8,-0.6071820779294341,1.9199999999999982,2.1999999999999993,34.0,1.0,0.0,,1.0,,
divvy,2,set_cal,2024-05-18,0.05,MappedPTO2026,55.0,0.9596015239315283,24.400000000000002,32.300000000000004,14.800000000000008,0.07874409705228658,5.759999999999998,6.400000000000001,4.0,1.0,0.019686024263071644,,1.0,,
divvy,2,set_cal,2024-05-18,0.05,GroupAware2025,55.0,0.9607540775742853,22.000000000000007,27.90000000000001,11.600000000000001,0.08123836291935671,1.7600000000000016,2.0000000000000018,4.0,1.0,0.020309590729839178,,1.0,,
divvy,2,set_cal,2024-05-18,0.05,RobustImprovement2025,55.0,0.39580460624427904,21.600000000000005,28.100000000000005,12.399999999999995,-0.6767583631764074,1.8399999999999999,2.2,18.0,1.0,0.0,,1.0,,
divvy,2,set_cal,2024-05-18,0.1,StructuralRobust,110.0,16.452178470914973,28.800000000000008,38.5,18.799999999999994,0.33313877317632645,-6.88000000000001,-6.4000000000000075,40.0,0.0,0.008328469329408162,0.0,1.0,,
